,cam,f_num,f_num_min,f_num_max
0,1.0,1.8776151328522084,1.8396504111124472,1.9858544364531854
1,2.0,1.8826870399259208,1.8457043057626792,1.98862172007151
2,3.0,1.8675083048822136,1.8286731276395967,1.9751616534874534
3,4.0,1.867486579718718,1.8286442159803449,1.9751617707025046
4,5.0,1.8826387485516751,1.845635724233469,1.9886030723299506
5,6.0,1.8940528883943084,1.8572600501985514,2.0027460522902563
6,7.0,1.8940800321662112,1.8572978885924265,2.002745779093453
7,8.0,1.8978966191757298,1.8624676101180455,1.9980649590496378
8,9.0,1.877115597277453,1.8402068003733498,1.9799958037147243
9,10.0,1.8624824857319482,1.8234004061582796,1.9687062293961113
10,11.0,1.8578926460321636,1.8178454646442106,1.9666310496209463
11,12.0,1.8624536446453066,1.8233650289198755,1.9687669218141726
12,13.0,1.8770593463094536,1.8401308949434168,1.979978871669202
13,14.0,1.8978154927809212,1.8623581281235049,1.9980205560364848
14,15.0,1.9047661667096494,1.8688380903756554,2.0091880303059053
15,16.0,1.9186531316582385,1.8823878542502732,2.028368963037263
16,17.0,1.912941218979654,1.8761887148903447,2.024696064116413
17,18.0,1.9187063438079928,1.8824726289310034,2.0283281646097633
18,19.0,1.9048399634733648,1.8689446952569584,2.0091772090752578
19,20.0,1.8760049511293133,1.834952391585267,1.9879289597759926
20,21.0,1.8963905504880134,1.8616307545081765,1.9936280198292404
21,22.0,1.8762640253621776,1.8398646024207357,1.9776196817357552
22,23.0,1.8891330190060727,1.8448412320112604,1.9919714116570533
23,24.0,1.880475211021856,1.8354585235190863,1.9836887594369024
24,25.0,1.8804717985312194,1.835455201997374,1.9836224387143693
25,26.0,1.8891262190442932,1.8448359163347603,1.9920764520686292
26,27.0,1.8313337948097819,1.785610466211272,1.9533608522525097
27,28.0,1.8503285389762292,1.8074336969619165,1.9667998552760266
28,29.0,1.8759313555313382,1.8348448116030132,1.987940751938264
29,30.0,1.8790645087613955,1.8369232503396018,1.9951498392332676
30,31.0,1.8884701416025407,1.8453725757989503,2.0105896999909425
31,32.0,1.8486051834870483,1.8199752717720674,1.9359217184611095
32,33.0,1.941562600688506,1.9050825259249669,2.0574450325886597
33,34.0,1.837845418192025,1.809182306578107,1.93276061825181
34,35.0,1.8486583659348337,1.8201338920932102,1.9356832748804642
35,36.0,1.8885492922884934,1.8455094681375954,2.010494822787509
36,37.0,1.8791484916540424,1.8370546798926164,1.9950940581187668
37,38.0,1.9099346069716154,1.8725241320642754,2.0160558160092585
38,39.0,1.877805073060122,1.8381110721940574,1.9901705270023249
39,40.0,1.8530511671381937,1.811250573205765,1.9707346307707623
40,41.0,1.834301063257576,1.7898186013624149,1.9563492813292087
41,42.0,1.8921801168819787,1.8484172770667953,1.9983331522459182
42,43.0,1.8796037431619474,1.8347553234728162,1.9818045763063827
43,44.0,1.875426166374003,1.8302046477747889,1.9775505279393015
44,45.0,1.8796170685412645,1.8347738777189195,1.9818782474769143
45,46.0,1.8922207571846883,1.8484698864595972,1.9984418676720976
46,47.0,1.8343083239209366,1.7898388204270328,1.9563591627122685
47,48.0,1.8530322554082024,1.8112285174056697,1.9707058652752893
48,49.0,1.8777752814016708,1.8380608322646261,1.9901620956601067
49,50.0,1.9099118866301827,1.8724596032497933,2.016101860158356
50,51.0,1.9099023182193946,1.870771266374306,2.0205528871875003
51,52.0,1.9158941504513556,1.8753532741359773,2.0316176740012195
52,53.0,1.9295946425930743,1.8875848329998541,2.052554394966827
53,54.0,1.8922893665745806,1.862295273046717,1.9691438618178738
54,55.0,1.8749525875544286,1.8448686605227895,1.9646703013744349
55,56.0,1.8691701871720534,1.8386320789353967,1.9630575753835302
56,57.0,1.874990976685554,1.8450177611756144,1.9644195320092432
57,58.0,1.8923595938776496,1.8625306327281748,1.9687318939407388
58,59.0,1.9296868163529641,1.8877679496549433,2.052347992473947
59,60.0,1.9159801460264108,1.875513925382477,2.0314078575327152
60,61.0,1.9099698530364981,1.8708988329494247,2.0203887880520535
61,62.0,1.9146630054747098,1.8791617206884836,2.0209973074216063
62,63.0,1.8836923602820332,1.84566865910471,1.996819095556309
63,64.0,1.859389164267187,1.8189531604567248,1.9783114650008817
64,65.0,1.913265834292318,1.871185854666044,2.023377051946487
65,66.0,1.8825429753419052,1.8381574260303275,1.9884340196904462
66,67.0,1.8744164796420806,1.8292837114417912,1.9759464925054655
67,68.0,1.874442316195885,1.8293136402619197,1.9760405409830906
68,69.0,1.882608559764207,1.8382384361911304,1.9885564436669023
69,70.0,1.913360017041856,1.8713019844694576,2.0234662635060627
70,71.0,1.8594482155304106,1.8190355676459566,1.9782335100101114
71,72.0,1.8837308183173607,1.8457245902386754,1.9966689623575395
72,73.0,1.914721510638573,1.8792048497321987,2.0210791469013265
73,74.0,1.9513414423168958,1.9162952891996725,2.055572713415419
74,75.0,1.9545661908295076,1.9175445228390775,2.0654422595190542
75,76.0,1.965171318896384,1.9264078200870045,2.082371631602194
76,77.0,1.9209730094907242,1.889190513981037,1.9762267184698528
77,78.0,1.9260751664967026,1.8939821658121214,2.0037525665724454
78,79.0,1.9137208191534216,1.8809775748416668,2.0014997969723796
79,80.0,1.9137280867905582,1.8810255903888622,2.0010496135076385
80,81.0,1.926132104903255,1.8942353200320503,2.003114344628468
81,82.0,1.9210553042794285,1.8898043870924879,1.975675237101037
82,83.0,1.965257598042018,1.9266077038640577,2.081903027126157
83,84.0,1.9546187461349203,1.917689251031475,2.0650570562352493
84,85.0,1.9513434235676663,1.9163610477662711,2.0552499779783204
